educationagencyname,averagetest,income50perc,percentblacks,percentwhites,totalenrollment
ARLINGTON ISD,-0.3546,49860.84,0.2359,0.2666,28990.17
ARLINGTON LOCAL,0.4614,53624.64,0.0006,0.9754,277
ARLINGTON PUBLIC SCHOOLS,0.9145,71299.24,0.009,0.9541,242.8333
ARLINGTON SCHOOL DISTRICT,0.4386,85832.9,0,0.967,158.6667
ARLINGTON SCHOOL DISTRICT,0.7944,76562.44,0.0163,0.8202,2493.667
ARLINGTON SCHOOL DISTRICT 38-1,1.2267,61687.39,0.0025,0.9462,130.5
ARMADA AREA SCHOOLS,0.061,80468.53,0.0019,0.9752,935.1667
ARMONA UNION ELEMENTARY,-1.9019,47856.57,0.0345,0.134,605.6667
ARMOREL SCHOOL DISTRICT,0.4016,92044.77,0.0824,0.8392,215.8333
ARMSTRONG SD,0.5223,51464.5,0.0118,0.9819,2643.833
ARMSTRONG-RINGSTED COMM SCHOOL DISTRICT,0.1441,65062.16,0.0016,0.9724,91.8333
ARNETT,0.2157,51571.27,0.0061,0.8761,80.1667
AROMAS/SAN JUAN UNIFIED,-1.5735,89999.4,0.0054,0.1614,556.8333
ARP ISD,0.1298,68249.45,0.1552,0.726,381.1667
ARTESIA PUBLIC SCHOOLS,-0.2891,59046.72,0.0068,0.4062,1692.5
ARTHUR CUSD 305,0.2822,49186.66,0.0017,0.8106,277.5
ARVIN UNION ELEMENTARY,-2.1549,31874.63,0.0057,0.0296,2179.667
ASBURY PARK,-2.6735,24837.74,0.6826,0.0234,786
ASCENSION PARISH,-0.1188,70515.17,0.3051,0.6219,9324.5
ASH GROVE R-IV,0.6664,51999.8,0.0056,0.9797,361
ASHBURNHAM-WESTMINSTER,1.1306,85713.86,0.0065,0.9298,1098
ASHBY PUBLIC SCHOOL DISTRICT,0.5236,60599.96,0.0159,0.9786,115.1667
ASHDOWN SCHOOL DISTRICT,-0.8855,38054.95,0.3086,0.6233,690.8333
ASHE COUNTY SCHOOLS,0.6263,40740.59,0.0107,0.9014,1513.167
ASHEBORO CITY SCHOOLS,-0.6039,32999.4,0.1672,0.4166,2233.667
ASHEVILLE CITY SCHOOLS,0.8988,34999,0.3266,0.5523,1766.333
ASHFORD SCHOOL DISTRICT,0.5294,81249.75,0.0104,0.8838,290.5
ASHLAND,1.8346,108012.5,0.0274,0.7979,1181.5
ASHLAND CITY,0.6954,53289.14,0.0123,0.9228,1509.667
ASHLAND IND,0.0753,46499.7,0.0437,0.9075,1398.5
ASHLAND SCHOOL DISTRICT,0.1087,40833.17,0.0063,0.7394,940.8333
ASHLAND SD 5,1.1284,46521.43,0.0253,0.8204,1113.333
ASHLAND-GREENWOOD PUBLIC SCHS,0.893,56959.3,0.0077,0.9359,382.8333
ASHLEY CCSD 15,-0.4563,33499.3,0.0131,0.9228,91.8333
ASHLEY COMMUNITY SCHOOLS,-0.0753,51833.15,0.0043,0.9747,151.8333
ASHTABULA AREA CITY,-0.5004,42899.42,0.0832,0.6708,1779.667
ASHTON-FRANKLIN CENTER CUSD 275,0.4308,57399.26,0.0147,0.9073,254
ASHWAUBENON SCHOOL DISTRICT,0.942,69078.34,0.0445,0.8048,1377.833
ASOTIN-ANATONE SCHOOL DISTRICT,0.4359,55499.45,0.0006,0.8845,289.8333
ASPEN SCHOOL DISTRICT NO. 1 IN THE COUNTY OF PITKIN AND STA,2.0822,112646.5,0.0056,0.8583,764.5
ASSUMPTION PARISH,-1.0088,49749.05,0.427,0.5444,1652.333
ASTORIA CUSD 1,-1.1446,55999.4,0.0032,0.9787,155.1667
ASTORIA SD 1,-0.1263,49999,0.0037,0.7975,856
ATASCADERO UNIFIED,-0.4216,74374.04,0.0148,0.677,2160.833
ATCHISON CO COMM SCHOOLS,0.2721,49499.1,0.0048,0.9492,285.8333
ATCHISON PUBLIC SCHOOLS,-0.028,49832.37,0.1423,0.7439,716.6667
ATHENA-WESTON SD 29RJ,-0.126,54922.59,0.0166,0.7853,251.5
ATHENS AREA SCHOOLS,-0.0969,70899.27,0.0064,0.9395,289
ATHENS AREA SD,0.1178,45624.88,0.0183,0.9659,1036
ATHENS CITY,0.3795,58471.38,0.0199,0.8682,1266.167
ATHENS CITY,-0.133,52856.86,0.2632,0.5908,1469.5
ATHENS CITY ELEMENTARY SCH DIS,0.0622,41249.73,0.1271,0.752,1011.333
ATHENS CUSD 213,0.0327,83683.86,0.0058,0.955,463.3333
ATHENS ISD,-0.3608,38189.02,0.1381,0.4267,1550.333
ATHENS SCHOOL DISTRICT,0.0309,69691.66,0,0.9127,188.8333
ATHERTON COMMUNITY SCHOOLS,-1.5119,44771.77,0.3464,0.5593,889.6667
ATHOL-ROYALSTON,-0.1286,52058.62,0.0242,0.8937,738.3333
ATKINS SCHOOL DISTRICT,0.4146,43332.67,0.0089,0.9444,465.1667
ATKINSON COUNTY,-0.7369,30099.98,0.179,0.4615,778.5
ATLANTA C-3,0.1707,36899.62,0.0177,0.9823,95.5
ATLANTA COMMUNITY SCHOOLS,-0.7247,41083.12,0.0059,0.9322,121.6667
ATLANTA ISD,0.1775,51583.18,0.314,0.6015,791.1667
ATLANTA PUBLIC SCHOOLS,-0.9586,29662.39,0.7924,0.1252,23061.17
ATLANTIC CITY,-0.7548,33145.92,0.4045,0.0229,2529.333
ATLANTIC COMM SCHOOL DISTRICT,0.3623,40681.68,0.0074,0.9287,656.3333
ATLANTIC HIGHLANDS,1.6081,56110.5,0.0309,0.8709,145.1667
ATOKA,-0.7377,33999.2,0.1022,0.475,340.8333
ATTALA CO SCHOOL DIST,-1.6732,28181.18,0.5886,0.4069,528.3333
ATTALLA CITY,-1.1789,33124.38,0.1768,0.7532,719.5
ATTICA CENTRAL SCHOOL DISTRICT,0.2285,66827.13,0.0072,0.9751,686.5
ATTICA CONSOLIDATED SCH CORP,-0.3376,52499.75,0.0033,0.9544,381
ATTLEBORO,1.2954,83556.2,0.0399,0.7563,2664.833
ATWATER ELEMENTARY,-0.96,38059.73,0.042,0.2388,3050.667
ATWOOD HAMMOND CUSD 39,0.0407,60166.66,0,0.9536,180.3333
ATWOOD HEIGHTS SD 125,-0.895,43912.26,0.1998,0.4136,445
AU GRES-SIMS SCHOOL DISTRICT,-0.2028,46749.65,0.0162,0.9531,185
AUBREY ISD,0.9989,75514.68,0.0345,0.7986,920
AUBURN,1.69,88440.64,0.0105,0.8953,1093.167
AUBURN CITY,0.9261,72108.57,0.2579,0.6291,3131.667
AUBURN CITY SCHOOL DISTRICT,-0.1506,54827.11,0.1055,0.8198,1899.667
AUBURN CUSD 10,0.1632,60865.33,0.0119,0.9422,614.5
AUBURN PUBLIC SCHOOLS,0.5123,58499.15,0.0174,0.9271,357.1667
AUBURN SCHOOL DEPARTMENT,0.1247,51799.82,0.0736,0.8637,1585.167
AUBURN SCHOOL DISTRICT,1.6093,90166.05,0.0043,0.9492,429.1667
AUBURN SCHOOL DISTRICT,0.258,59970.59,0.0803,0.5252,6349.833
AUBURN UNION ELEMENTARY,-0.4576,84635.98,0.0158,0.7162,1395.5
AUBURN WASHBURN,1.4575,84769.72,0.0444,0.776,2628
AUBURNDALE SCHOOL DISTRICT,0.462,68052.09,0.0071,0.9599,382.5
AUDUBON,0.9215,80999.76,0.0254,0.9063,554.6667
AUDUBON COMM SCHOOL DISTRICT,0.5575,66374.58,0.0029,0.97,239.5
AUGUSTA,1.0141,62884.42,0.0046,0.8815,1078.167
AUGUSTA CO PBLC SCHS,0.1807,59880.9,0.0264,0.9222,4866.167
AUGUSTA IND,-0.6925,55599.44,0.0258,0.9575,120
AUGUSTA PUBLIC SCHOOLS,0.2158,41826.56,0.0206,0.932,905.5
AUGUSTA SCHOOL DISTRICT,0.2472,55443.9,0.014,0.9312,261.8333
AUGUSTA SCHOOL DISTRICT,-1.7735,31454.26,0.6193,0.3516,212.8333
AURELIA COMM SCHOOL DISTRICT,-0.1476,61833.21,0.0157,0.8764,166.8333
AURORA CITY,1.9939,95662.44,0.0351,0.9206,1357.167
AURORA EAST USD 131,-1.9146,42032.73,0.0823,0.0405,6316.5
AURORA PUBLIC SCHOOLS,0.5281,56090.3,0.0107,0.9242,543.8333
AURORA R-VIII,-0.0272,46071.21,0.007,0.8797,997
AURORA WEST USD 129,-0.7602,55304.35,0.1346,0.3,5718.5
AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,-1.0987,41088.22,0.1957,0.1858,16402
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,-0.2202,50476.14,0.0106,0.9683,523.5
AUSTIN AREA SD,0.2026,31666.33,0.0129,0.9871,78
AUSTIN ISD,-0.1456,44324.86,0.1006,0.249,38561.83
AUSTIN PUBLIC SCHOOL DISTRICT,0.0578,56394.71,0.0579,0.6593,1923.833
AUSTINTOWN LOCAL,0.5279,56983.43,0.0899,0.839,2415.167
AUTAUGA COUNTY,0.359,65987.5,0.2343,0.7203,4586.833
AVA R-I,0.4512,37367.95,0.0031,0.9806,593.6667
AVELLA AREA SD,0.2688,58614.52,0.0283,0.9613,278.6667
AVENUE CITY R-IX,1.1347,87499.5,0,0.9542,97.5
AVERILL PARK CENTRAL SCHOOL DISTRICT,0.8917,89076.02,0.0072,0.9569,1494.5
AVERY COUNTY SCHOOLS,0.1691,37884.04,0.0094,0.8908,1063.167
AVERY ISD,0.3823,50749.92,0.0087,0.8626,169.6667
AVILLA R-XIII,0.281,47499.5,0.0046,0.8778,115.3333
AVISTON SD 21,1.4464,83499.66,0,0.9411,227.1667
AVOCA CENTRAL SCHOOL DISTRICT,0.3588,51692.14,0.0104,0.9613,220.3333
AVOCA SD 37,2.8421,98999.04,0.0147,0.6134,468.5
AVON,1.5127,84210.16,0.218,0.65,366.1667
AVON CENTRAL SCHOOL DISTRICT,0.5956,71570.66,0.018,0.9292,463
AVON COMMUNITY SCHOOL CORP,1.3039,79711.85,0.0936,0.7498,4105
AVON CUSD 176,-1.5555,46999.6,0,0.9979,80.8333
AVON GROVE SD,1.5745,106097.3,0.033,0.7761,3213.167
AVON LAKE CITY,2.2357,93689.73,0.0093,0.928,1734.667
AVON LOCAL,1.9163,104301.3,0.0348,0.8857,1903.167
AVON SCHOOL DISTRICT,2.5961,133214,0.0308,0.7954,1712
AVON SCHOOL DISTRICT 04-1,0.6437,49832.37,0,0.9316,111.1667
AVONDALE ELEMENTARY DISTRICT,-1.1536,60742.52,0.1149,0.2704,4326.5
AVONDALE SCHOOL DISTRICT,0.5753,90397.94,0.1837,0.6266,1576.667
AVONWORTH SD,1.4465,94249.23,0.0301,0.9244,683.6667
AVOYELLES PARISH,-1.4408,35992.45,0.4539,0.5166,3101.5
AXTELL,0.0167,68249.45,0.0084,0.9078,79.6667
AXTELL COMMUNITY SCHOOLS,-0.1126,51599.84,0.0201,0.9491,123.6667
AXTELL ISD,-0.1356,35277.72,0.024,0.7857,325.5
AYER,1.1225,78333.2,0.0609,0.7577,330.5
AYERSVILLE LOCAL,1.2551,59665.7,0.008,0.8796,356.1667
AZLE ISD,0.0312,62212.97,0.0089,0.7992,2666.833
AZTEC MUNICIPAL SCHOOLS,-0.7632,68509.05,0.007,0.6057,1534.667
AZUSA UNIFIED,-1.7909,54434.34,0.0128,0.0428,4602.167
B & B,2.5999,55186.98,0,0.9874,60.5
BABYLON UNION FREE SCHOOL DISTRICT,0.9104,120311.7,0.0391,0.8291,846.3333
BACON COUNTY,-0.2691,42104.84,0.1808,0.7016,897.5
BAD AXE PUBLIC SCHOOLS,0.3266,51499.85,0.0071,0.9522,491.6667
BADGER PUBLIC SCHOOL DISTRICT,0.5835,57999.2,0.0281,0.9543,113.1667
BAGDAD UNIFIED DISTRICT,-1.0668,64845.83,0.0081,0.6849,185.5
BAGLEY PUBLIC SCHOOL DISTRICT,-0.3337,46041.46,0.0083,0.724,459.3333
BAILEYVILLE SCHOOL DEPARTMENT,-0.2391,72374.17,0.0185,0.9006,107.6667
BAINBRIDGE ISLAND SCHOOL DISTRICT,1.941,136538,0.0075,0.8272,1706
BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,-0.2882,58427.73,0.0103,0.9495,387.1667
BAIRD ISD,-0.9088,43082.72,0.0013,0.763,130.6667
BAKER,0.31,53196.4,0.1162,0.8395,2277.5
BAKER COUNTY,-2.1879,32349.53,0.7508,0.1604,165.3333
BAKER K-12 SCHOOLS,0.1488,64499.7,0,0.9512,182.1667
BAKER SD 5J,0.2063,48845.39,0.0049,0.8556,851.8333
BAKERSFIELD CITY,-1.8893,32964.01,0.0911,0.1264,18412.17
BAKERSFIELD R-IV,0.5688,33499.3,0.0042,0.9813,162.5
BAKERSFIELD SCHOOL DISTRICT,-1.1747,57499.24,0.0016,0.9736,100
BALD EAGLE AREA SD,0.6494,57607.94,0.0088,0.9763,837.5
BALD KNOB SCHOOL DISTRICT,-0.349,33408.41,0.0428,0.8785,628.3333
BALDWIN CITY,0.9873,71952.33,0.0089,0.9169,632.8333
BALDWIN COMMUNITY SCHOOLS,-1.7488,32199.56,0.3115,0.5713,261.1667
BALDWIN COUNTY,0.0609,54734.73,0.1371,0.7885,13178
BALDWIN COUNTY,-1.0811,39999,0.6422,0.2968,2568.667
BALDWIN PARK UNIFIED,-1.1867,50080.21,0.0076,0.0168,7253.333
BALDWIN UNION FREE SCHOOL DISTRICT,0.6599,106673.5,0.4562,0.2632,2331.667
BALDWIN-WHITEHALL SD,0.5848,62884.42,0.0807,0.8251,1839.833
BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,0.4671,64863.31,0.0173,0.942,695.3333
BALDWINSVILLE CENTRAL SCHOOL DISTRICT,0.881,76054.17,0.0166,0.9188,2669.167
BALDWYN SCHOOL DISTRICT,-0.9669,32811.94,0.4974,0.4929,397
BALL CHATHAM CUSD 5,0.92,83708.66,0.0524,0.843,2002.333
BALLARD CO,0.4037,47499.5,0.041,0.9161,629
BALLARD COMM SCHOOL DISTRICT,0.4363,78181.69,0.0087,0.948,745.3333
BALLARD ELEMENTARY,1.4412,125625,0.0098,0.8957,69
BALLICO-CRESSEY ELEMENTARY,-0.5017,57199.28,0.0016,0.3134,203.3333
BALLINGER ISD,-0.3401,36785.36,0.0192,0.5375,428
BALLSTON SPA CENTRAL SCHOOL DISTRICT,0.3854,75815.19,0.0221,0.9513,1917.833
BALMORHEA ISD,-1.258,34999,0.0021,0.1115,75.1667
BALSZ ELEMENTARY DISTRICT,-1.6419,25306.96,0.171,0.1183,2006.5
BALTIC SCHOOL DISTRICT 49-1,0.7566,61499.9,0.022,0.941,194.6667
BALTIMORE CITY PUBLIC SCHOOLS,-1.4519,35629.5,0.8645,0.0814,35021.5
BALTIMORE COUNTY PUBLIC SCHOOLS,0.4174,68697.5,0.4008,0.4521,46021.33
BAMBERG 01,-0.4025,30681.68,0.5314,0.4388,654.8333
BAMBERG 02,-2.5964,23436.81,0.9415,0.0239,357.6667
BANCROFT-ROSALIE COMM SCHOOLS,-0.4096,61999.86,0.0199,0.7545,116.3333
BANDERA ISD,0.0016,46805.2,0.0056,0.6807,1073.833
BANGOR AREA SD,0.4043,70453.85,0.021,0.9215,1489
BANGOR PUBLIC SCHOOLS,-1.2258,41730.42,0.078,0.5962,552.5
BANGOR SCHOOL DEPARTMENT,1.2471,54215.26,0.0326,0.9,1578.667
BANGOR SCHOOL DISTRICT,0.2858,60999.93,0.0137,0.9533,240.1667
BANGOR TOWNSHIP SCHOOLS,-0.4605,52407.16,0.0271,0.9201,1087.5
BANGS ISD,-0.0722,51420.91,0.0557,0.7152,473
BANKS COUNTY,0.2017,48054.95,0.0213,0.8768,1378.167
BANKS SD 13,0.0251,81543.85,0.0012,0.8879,545
BANNER,-0.4615,84999.6,0.0031,0.786,108.3333
BANNING UNIFIED,-1.4033,38124.38,0.0937,0.1532,2096.167
BANNOCKBURN SD 106,2.0992,215000,0.0326,0.8309,118
BANTA ELEMENTARY,-1.4077,37499.5,0.0201,0.386,198
BAR HARBOR SCHOOL DEPARTMENT,1.7091,68734.71,0.0155,0.9167,292.1667
BARABOO SCHOOL DISTRICT,0.2161,58749.13,0.0169,0.8753,1307.833
BARAGA AREA SCHOOLS,-0.8011,46749.65,0.0034,0.5548,226.8333
BARBER COUNTY NORTH,0.8757,43999.2,0.0154,0.9208,183
BARBERS HILL ISD,1.2857,86160.27,0.0339,0.7557,2038.167
BARBERTON CITY,-0.416,38268.58,0.1239,0.8147,1719
BARBOUR COUNTY,-2.9124,37499.5,0.8491,0.0742,466
BARBOUR COUNTY SCHOOLS,-1.3333,39165.84,0.0124,0.9342,1045.333
BARDSTOWN IND,-0.5788,30178.54,0.1852,0.7126,1103.833
BARK RIVER-HARRIS SCHOOL DISTRICT,-0.8364,43570.71,0.0013,0.7881,407.1667
BARKER CENTRAL SCHOOL DISTRICT,0.411,53713.91,0.019,0.8771,399.6667
BARKHAMSTED SCHOOL DISTRICT,1.4052,104464.1,0.0042,0.9655,196.6667
BARNEGAT TOWNSHIP,1.1551,75137.36,0.0741,0.813,1444
BARNES,1.1317,65499.63,0.0269,0.9058,154.5
BARNES COUNTY NORTH 7,0.6534,47927.98,0.0097,0.9766,131.5
BARNESVILLE EXEMPTED VILLAGE,0.2884,42249.55,0.0015,0.9766,535.6667
BARNESVILLE PUBLIC SCHOOL DIST.,1.0156,73424.11,0.0034,0.9784,395.3333
BARNET SCHOOL DISTRICT,0.9809,47499.5,0.0027,0.9711,120.1667
BARNEVELD SCHOOL DISTRICT,0.7212,84687.11,0.0192,0.9529,198
BARNSDALL,-0.1755,51428.43,0.0008,0.3725,205.5
BARNSTABLE,1.4171,74249.05,0.0523,0.8125,2417
BARNSTEAD SCHOOL DISTRICT,0.3554,73749.09,0.0099,0.9621,339.8333
BARNUM PUBLIC SCHOOL DISTRICT,0.4634,58832.45,0.0088,0.9563,362.6667
BARNWELL 19,-2.4319,32082.92,0.7214,0.239,349.8333
BARNWELL 29,-0.8517,49427.68,0.548,0.4216,428.3333
BARNWELL 45,-1.7021,41874.63,0.4776,0.4685,1158.667
BARR-REEVE COM SCHOOLS INC,1.1695,62658.91,0.002,0.9815,341.8333
BARRE CITY SCHOOL DISTRICT,0.3289,52499.75,0.02,0.8825,516.6667
BARRE TOWN SCHOOL DISTRICT,0.8752,66847.37,0.0172,0.9717,557.8333
BARREN CO,0.3014,52631.31,0.0093,0.9518,2108.833
BARRINGTON,2.5016,119009.7,0.007,0.9174,1597.833
BARRINGTON BOROUGH,0.7969,74999,0.0442,0.8611,377
BARRINGTON CUSD 220,2.0966,132666.4,0.0161,0.6997,4190.667
BARRINGTON SCHOOL DISTRICT,0.8161,82180.56,0.0032,0.9589,637
BARRON AREA SCHOOL DISTRICT,-0.4491,51499.85,0.0443,0.8788,531.8333
BARROW COUNTY,-0.3515,55067.06,0.1265,0.6404,5787
BARSTOW JOINT CONTRACT DISTRIC,1.6104,84166.3,0.0017,0.954,173.6667
BARSTOW UNIFIED,-1.0773,54570.97,0.1554,0.2649,2731.5
BARTELSO SD 57,1.6446,92499.3,0,0.9942,89
BARTHOLOMEW CON SCHOOL CORP,0.3387,63837.98,0.021,0.8042,4991.833
BARTLESVILLE,0.8658,60801.83,0.0642,0.6452,2525.833
BARTLETT ISD,-1.2501,49749.05,0.1114,0.2345,157.5
BARTON ID SCHOOL DISTRICT,0.8082,40571.31,0.0164,0.9432,105.6667
BARTON-LEXA SCHOOL DISTRICT,-0.848,50363.6,0.3251,0.6341,372.6667
BARTONVILLE SD 66,-0.7001,42499.5,0.0488,0.8997,162
BARTOW COUNTY,-0.1958,57350.61,0.0847,0.7874,6593.833
BASEHOR-LINWOOD,1.1942,83369.23,0.0228,0.8623,983.5
BASIN SCHOOL DISTRICT,-0.0565,70199.31,0.0124,0.9384,173.6667
BASS LAKE JOINT UNION ELEMENTARY,-0.5661,54624.54,0.01,0.7719,737.6667
BASS RIVER TOWNSHIP,0.2464,89999.4,0.0083,0.9474,63.1667
BASSETT UNIFIED,-1.2446,54347.39,0.0093,0.0142,2150.333
BASTROP ISD,-0.471,48806.93,0.0662,0.3905,4148.833
BATAVIA CITY SCHOOL DISTRICT,-0.2909,51071.32,0.0961,0.7793,1089.5
BATAVIA LOCAL,0.4559,51562.34,0.0259,0.8876,954.5
BATAVIA USD 101,1.6047,109782.2,0.0333,0.8231,2909.667
BATESVILLE COMMUNITY SCH CORP,1.3483,72286.41,0.0002,0.9331,933.1667
BATESVILLE SCHOOL DISTRICT,0.2137,52634.87,0.0606,0.778,1353.5
BATH CENTRAL SCHOOL DISTRICT,0.015,53780.11,0.0189,0.9541,688.1667
BATH CO,-0.1318,29735.89,0.0113,0.9664,931
BATH COMMUNITY SCHOOLS,-0.1685,79360.29,0.0169,0.8856,440
BATH LOCAL,0.7018,55454,0.0389,0.8901,891.8333
BATTIEST,-0.0716,41749.65,0,0.4142,112.6667
BATTLE CREEK PUBLIC SCHOOLS,0.6926,70927.84,0.0058,0.9554,177.3333
BATTLE CREEK PUBLIC SCHOOLS,-1.6496,33450.02,0.3396,0.4401,2813.333
BATTLE CREEK-IDA GROVE COMM SCHOOL DISTRICT,0.3916,55537.91,0.0018,0.9518,180.1667
BATTLE GROUND SCHOOL DISTRICT,0.2724,73476.83,0.0082,0.8508,6043
BATTLE LAKE PUBLIC SCHOOL DISTRICT,1.6269,63954.28,0.0111,0.9342,221.3333
BAUGO COMMUNITY SCHOOLS,-0.093,56427.93,0.0187,0.8524,900
BAUXITE SCHOOL DISTRICT,-0.3843,68832.74,0.0196,0.9479,703.5
BAXTER COMM SCHOOL DISTRICT,0.1353,83181.49,0.0109,0.9587,197.1667
BAXTER SPRINGS,0.2678,34806.73,0.0126,0.8191,450.6667
BAY,0.2529,54018.29,0.1545,0.7258,11813.17
BAY CITY ISD,-0.7219,39341.24,0.1615,0.2518,1627.167
BAY CITY SCHOOL DISTRICT,-0.3979,52054.06,0.0395,0.8501,3928.833
BAY SCHOOL DISTRICT,-0.304,40999.8,0.0283,0.9564,266.5
BAY SHORE UNION FREE SCHOOL DISTRICT,0.3866,88999.44,0.2187,0.4009,2607.167
BAY ST LOUIS WAVELAND SCHOOL DIST,-0.3994,38570.71,0.2155,0.7291,851.5
BAY VILLAGE CITY,2.1175,90539.91,0.0066,0.9317,1193.5
BAYARD PUBLIC SCHOOLS,-0.1374,53249.68,0.0058,0.8058,199.8333
BAYFIELD SCHOOL DISTRICT,-0.7273,24582.42,0.0102,0.2039,178.5
BAYFIELD SCHOOL DISTRICT NO. 10JT-R,0.9536,71463.52,0.0011,0.8283,631.6667
BAYLESS,-0.3054,48436.81,0.1054,0.7283,683.5
BAYONNE,0.5695,53790.83,0.0974,0.4744,3971.667
BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,1.1809,108429.9,0.0126,0.9178,1172.833
BAYSHORE ELEMENTARY,-1.8544,63749.76,0.0789,0.0246,272.5
BCLUW COMM SCHOOL DISTRICT,0.5675,58999.1,0.0078,0.8902,278
BEACH PARK CCSD 3,-0.9473,70949.27,0.232,0.3177,1675.167
BEACHWOOD CITY,2.3726,118957.6,0.2069,0.5846,635.3333
BEACON CITY SCHOOL DISTRICT,-0.256,72764.45,0.2247,0.4656,1415.167
BEAL CITY PUBLIC SCHOOLS,-0.2404,65571.05,0.0085,0.9114,298.8333
BEAR LAKE COUNTY DISTRICT,0.0865,60714.24,0.005,0.9396,502.6667
BEAR LAKE SCHOOL DISTRICT,-0.4098,47249.55,0.007,0.8865,172
BEAR VALLEY UNIFIED,-0.5742,41911.38,0.0169,0.5997,1221.833
BEARDEN SCHOOL DISTRICT,-1.0059,42221.78,0.4228,0.563,259.1667
BEARDSLEY ELEMENTARY,-1.9311,28749.25,0.0226,0.6075,1084.5
BEARDSTOWN CUSD 15,-1.6465,36527.47,0.0414,0.4784,656.5
BEATRICE PUBLIC SCHOOLS,0.5476,51333.2,0.0093,0.9279,940.8333
BEAUFORT 01,-0.3977,46573.76,0.315,0.4518,8862.167
BEAUFORT COUNTY SCHOOLS,-0.2345,46730.42,0.331,0.5192,3480.833
BEAUMONT ISD,-0.3749,39221.38,0.6028,0.1564,8647.833
BEAUMONT UNIFIED,-0.5311,66451.18,0.0557,0.3661,3984.167
BEAUREGARD PARISH,-0.5275,51304.22,0.1608,0.7724,2672.333
BEAVER,-0.7405,31166.43,0.0086,0.6954,155.6667
BEAVER AREA SD,1.4959,73543.21,0.0194,0.9494,914.1667
BEAVER DAM SCHOOL DISTRICT,0.4417,56629.77,0.0184,0.8078,1488
BEAVER DISTRICT,0.7364,49544.55,0.0016,0.8605,739.1667
BEAVER LOCAL,0.4232,64615.08,0.0025,0.9787,957
BEAVER RIVER CENTRAL SCHOOL DISTRICT,0.6483,54272.3,0.0228,0.9643,386.1667
BEAVERCREEK CITY,1.579,93309.13,0.0312,0.8379,3524.833
BEAVERTON RURAL SCHOOLS,-0.5873,54285.29,0.0128,0.9472,646.3333
BEAVERTON SD 48J,0.9869,76994.16,0.0273,0.5271,17951.5
BECKER PUBLIC SCHOOL DISTRICT,1.168,84220.41,0.009,0.9616,1355
BECKVILLE ISD,-0.0563,64713.97,0.0798,0.8053,305.8333
BEDFORD,2.5017,155696.1,0.0665,0.7339,1104.833
BEDFORD AREA SD,0.386,51914.7,0.0082,0.972,1055
BEDFORD CENTRAL SCHOOL DISTRICT,1.3767,114540.2,0.0378,0.6764,1971.5
BEDFORD CITY,-0.6545,45723.54,0.8093,0.1082,1626.833
BEDFORD CO PBLC SCHS,-0.0769,68599.97,0.0758,0.8597,4775.167
BEDFORD COMM SCHOOL DISTRICT,0.5831,54332.9,0.0096,0.9652,214.6667
BEDFORD COUNTY SCHOOL DISTRICT,-0.6743,45850.89,0.0891,0.7108,3657.5
BEDFORD PUBLIC SCHOOLS,0.5475,81689.88,0.007,0.9347,2362.167
BEDFORD SCHOOL DISTRICT,2.4962,136289.9,0.0093,0.913,2203.5
BEDMINSTER TOWNSHIP,1.8363,116345.5,0.0203,0.7266,382.5
BEEBE SCHOOL DISTRICT,-0.0527,51486.34,0.0316,0.9185,1489.167
BEECH GROVE CITY SCHOOLS,0.3412,50131.57,0.0727,0.8117,1211.5
BEECHER CITY CUSD 20,0.1477,56399.36,0.0021,0.9892,165.5
BEECHER COMMUNITY SCHOOL DISTRICT,-3.0091,19284.86,0.8896,0.0625,609.1667
BEECHER CUSD 200U,0.6096,84999.6,0.0181,0.8348,493.8333
BEECHER-DUNBAR-PEMBINE SCHOOL DISTRICT,0.1932,34549.09,0.0015,0.9498,107.1667
BEECHWOOD IND,1.373,83552.29,0.0166,0.9382,561.3333
BEEKMANTOWN CENTRAL SCHOOL DISTRICT,-0.4427,73076.05,0.0188,0.9455,894
BEEVILLE ISD,-0.9377,50545.4,0.0202,0.1468,1748.667
BEGGS,-0.9985,47117.22,0.0549,0.4602,544.6667
BELCHERTOWN,1.099,97033.02,0.0145,0.913,1202.333
BELCOURT 7,-1.0648,26624.67,0.0015,0.0153,691
BELDING AREA SCHOOL DISTRICT,-0.8501,47385.89,0.0081,0.8752,1079.833
BELEN CONSOLIDATED SCHOOLS,-1.0973,41805.2,0.0177,0.2323,2082.167
BELFAST CENTRAL SCHOOL DISTRICT,-0.2989,57999.2,0,0.984,153.6667
BELFIELD 13,-0.0364,61499.9,0,0.9898,92.1667
BELGRADE ELEM,0.7152,63281.03,0.0064,0.9133,1377.5
BELGRADE-BROOTEN-ELROSA SCHOOL DIST,1.188,62333.18,0.0086,0.8897,310
BELL CITY R-II,0.7973,55499.45,0.0253,0.9555,93
BELL CO,0.0804,40937.31,0.002,0.9938,1376.667
BELLAIRE CITY,0.5251,28874.22,0.0386,0.8935,595.5
BELLAIRE PUBLIC SCHOOLS,0.455,67384.13,0.0119,0.9044,217
